season,average_day_temp,average_night_temp,daily_sunshine_hours,daily_rainfall,suitability
0,30.3,23.1,5.722247035280346,5.611321667816362,0
2,24.2,19.4,6.02726822988261,1.5537655853429768,0
0,30.1,22.6,4.906107614760218,5.316826265665775,0
1,29.1,21.3,4.483680825648295,4.459215683408553,0
2,24.7,19.5,6.79372245338421,0.6522917909749439,0
1,27.7,21.1,7.966372288379829,3.84741539790407,1
2,24.6,19.5,10.108399134861262,0.7421835051660042,0
1,28.5,20.9,6.1752686540714805,6.632985481501216,1
1,28.8,21.1,6.954679784059604,2.728061968053585,1
0,29.5,21.8,9.311650269648558,2.278315132236818,1
1,28.4,20.9,6.4438405579444975,4.850952142996494,1
0,30.9,21.1,9.039487785635432,1.6175215030462513,0
0,31.3,20.9,5.560022470737217,1.4349435216000157,0
2,26.1,19.1,9.581940575973848,0.7658434953707797,0
1,29.3,21.0,7.270621348452735,1.7360208648851787,0
2,26.6,20.0,3.4784891837864533,1.5965410030505638,0
1,28.5,20.8,3.9992637687174417,1.769850674454543,0
2,25.1,20.0,8.585718911512204,2.913749395039297,1
1,27.6,21.7,6.796631665227982,2.6315409403376293,1
1,27.6,21.7,5.809410722827582,3.362275833378666,0
1,27.5,21.4,4.136220781844885,10.91476657129535,0
0,30.0,21.6,5.849810486418855,3.931591960551336,0
2,24.3,20.3,6.89934758870645,1.0715192250586356,0
0,30.4,22.2,6.520746824475612,1.8370138065277068,0
0,29.1,21.5,6.441390738171234,3.952998274585288,1
1,27.5,21.4,8.97450215272313,4.27995448241766,1
0,29.5,22.5,8.553843324618262,1.606287101404256,0
2,24.3,20.8,6.3045907987733445,0.8518512863419614,0
2,24.1,20.9,9.365765195246937,0.4173888842190089,0
2,23.4,21.0,9.94965011136712,0.2159871159333098,0
1,28.4,21.7,5.095420010865664,4.904290924200459,0
0,28.7,22.5,6.872871373797802,1.676351150033841,0
2,23.8,20.4,7.973121525054914,0.120182749769852,0
1,29.7,22.2,6.53125108044019,4.59411784985187,1
2,24.5,20.0,10.197306076850076,0.1224984751482162,0
2,25.5,19.5,9.968208554756906,0.1606370559074663,0
2,24.2,19.6,7.224932683729321,0.6383628316844319,0
0,29.4,22.7,6.287170323862978,2.0589504998717008,1
1,28.8,22.3,5.816886596996124,10.543624803475096,0
2,26.1,19.6,9.479238740358424,0.4030719261781978,0
1,29.8,21.4,6.360035765655071,8.53161092864649,1
0,29.9,23.8,8.833276224198706,3.020210456684943,0
1,30.1,21.4,4.636914952156291,5.943845976492758,0
2,24.1,20.0,7.637616612423519,0.8299680327392213,0
1,29.2,21.7,5.298178571694342,6.352797414572267,0
1,28.7,21.3,5.5909304101074735,8.155527713468446,0
0,30.5,22.6,3.592162534272843,6.802439673637554,0
1,29.0,21.5,4.08461367826019,7.11357520396386,0
2,23.6,20.1,8.327992027313638,1.3021656148317904,0
0,29.5,22.2,6.816728721362756,7.557772998577782,1
1,29.8,21.5,6.328840982554479,4.787811998520432,1
2,25.0,20.1,7.277663652121977,3.2573162742823225,1
2,23.2,19.9,4.803977299338573,2.8962333357618597,0
1,28.6,21.8,4.158272535347205,5.7302248700422505,0
2,22.9,19.7,7.804745595031625,1.8087691762491045,0
1,28.5,22.6,6.121265400243465,4.709108831357159,1
0,30.5,21.5,7.9308093373708655,3.2338138822690983,1
2,23.6,19.7,6.17597297328668,3.1394254449441834,0
2,26.2,18.9,11.356149055174429,0.8242842757506306,0
2,25.1,19.1,8.619669750261549,1.0846886423441515,0
2,24.9,19.3,8.184684836252694,0.6529589460937888,0
1,28.3,22.1,7.6039131627242575,8.074392013189861,1
1,28.2,21.8,4.134485313946391,8.210765563146133,0
2,25.1,19.8,8.647223261190675,0.7895136740179375,0
1,26.5,22.0,6.231639673389305,7.677052243703473,1
2,24.8,19.9,6.7195149383973405,1.1393145935826032,0
2,24.7,20.1,6.170102973771622,2.6044808973081395,1
2,24.3,20.8,6.9185257954207176,3.693680052843278,1
1,27.2,21.4,5.013920332287555,8.831155546732226,0
1,27.1,21.5,4.498918500548991,5.992344239143115,0
0,29.4,21.2,6.662310908279845,4.344076313455604,1
1,27.0,22.1,5.825281780077853,11.18650128107144,0
0,30.7,20.8,4.723393414436957,3.72643067143239,0
1,27.4,21.3,6.96090538987951,10.4782288337499,1
1,27.3,21.8,6.633921687991049,10.70072397924095,1
0,32.5,20.7,10.379228731681158,1.8282438943095949,0
1,29.5,21.8,5.060095804237556,9.969179116888355,0
0,30.1,21.2,8.323904564969174,4.3830179657178245,1
0,29.2,21.6,5.19914889562165,2.5792998121993085,0
2,24.3,21.1,5.378625661189791,2.9018087587696044,0
1,28.5,21.3,3.03046325668887,8.251101721008789,0
0,31.2,20.6,7.653872101275871,3.815362800188341,1
1,29.1,20.9,8.06627788563749,3.943375020892863,1
2,23.7,21.0,11.09767407390916,1.2991095062919824,0
0,30.8,21.5,6.379095214769155,1.9474177155847705,0
1,26.9,21.0,4.914434852667768,8.46681175654213,0
0,31.0,21.4,7.005373057058712,3.042434620797387,1
0,31.7,22.2,9.19484706843004,1.8434393587542428,0
1,27.5,21.5,5.3326256263310405,2.7136250705894813,0
1,27.8,21.9,7.022915140870311,1.6464679098421031,0
1,27.4,20.9,4.487021122650591,0.9103646800411372,0
2,22.9,20.5,10.19931327614106,0.8584528705436646,0
2,22.1,20.1,8.549375271465014,0.6553153280360892,0
1,26.9,21.5,6.6547035867671545,0.8513469481118388,0
1,27.4,21.7,7.255067809441505,1.0860854463241094,0
2,22.3,20.3,9.442064056623217,0.7111730037379467,0
0,29.8,21.8,8.074236949720515,1.7977681689406846,0
1,27.3,22.0,4.440809132355589,1.6094670768554582,0
0,29.8,22.5,9.574238443276291,2.1817415768096144,1
0,31.0,21.9,8.491000977838043,4.228395896555178,1
2,24.4,21.1,11.404601697973913,0.890960777065846,0
2,23.3,20.4,6.396707277468924,2.710752185964631,1
1,28.0,21.5,4.090071211409971,4.721624785746908,0
1,27.5,21.2,5.815930244909083,1.9296151453717785,0
0,31.5,22.5,9.112440486281214,4.5939464460725326,1
0,30.8,22.4,5.176272609686983,2.174025510382241,0
0,30.3,22.8,10.663224040270382,2.12571134656822,1
1,28.7,21.9,5.823878420770924,2.792599015413027,0
2,22.9,20.9,8.354288627980186,1.5833098863657646,0
1,27.0,21.3,4.5140486860429005,3.052175341338154,0
0,30.4,23.2,4.386681757774879,2.073118830489345,0
2,23.7,19.5,6.430580348203392,2.7235508429459543,0
2,22.8,19.9,8.906434432214603,1.9368645879215944,0
1,29.6,21.7,7.532628915680219,3.290361217281004,1
1,29.1,21.8,3.413566062870076,8.081880017904343,0
1,29.1,21.8,5.967079939076767,9.702341391008336,0
0,30.4,23.6,7.017435226134523,5.75345354546172,0
1,28.6,20.8,6.390971092942936,9.07571589024425,1
2,23.1,19.7,6.889503592954455,0.905458805465418,0
0,28.3,22.7,6.281386978255791,1.769540521189625,0
0,28.8,22.5,10.740347227823,1.126671593934087,0
0,30.1,23.0,9.78183778997891,0.5775063584945196,0
0,31.3,21.9,8.404872602905929,0.2386729994934559,0
2,23.0,19.5,8.949240461572769,0.6501736064615488,0
2,23.7,20.4,8.748684189042143,0.5418928119787818,0
1,28.7,21.7,4.506889306466485,7.993265316902608,0
0,32.8,22.2,7.987755338646975,0.1817201822790346,0
1,28.6,21.6,5.0609785150926845,8.105857475948964,0
1,27.3,21.9,3.47925342800752,7.711361525139482,0
0,30.7,21.6,9.722934611192183,0.3892501433257063,0
1,28.4,21.4,7.527391307847573,4.726331693956336,1
1,27.7,21.4,4.183849855346483,9.67251899627684,0
1,29.6,20.6,4.548456087223932,4.88311763791879,0
1,28.7,21.7,5.878449588722566,6.211233568601065,0
0,30.6,21.7,7.7034839983882115,0.8002326368903069,0
1,28.3,21.4,5.007841153304224,3.873434366813903,0
1,28.7,21.2,9.811819240307178,2.0896598211474284,1
1,26.6,21.3,7.130487887403506,2.50463955321498,1
2,22.7,20.7,5.7562700176570685,1.3718091998663984,0
1,27.4,21.5,7.552690766148699,2.802472751225146,1
0,29.4,21.4,11.12982719945745,1.5247916834991453,0
0,30.2,22.0,5.442311000352612,4.478364982404909,0
1,28.1,21.6,4.718864646854134,6.999646725051542,0
0,28.3,21.5,7.03958538118644,3.8594675361759054,1
1,27.9,22.4,4.878366462600417,5.083810504777322,0
2,24.0,20.6,5.522739842888528,0.5496551103165,0
1,28.7,22.5,6.419489981897054,9.362132741473438,1
1,28.0,22.3,4.801019671160438,10.410302496677762,0
1,28.1,22.4,5.151481859359221,11.04203494454789,0
1,28.6,22.2,5.079246291059697,10.189894419436996,0
1,27.9,21.9,4.2558858692999095,8.370268887875719,0
2,25.0,20.4,11.164068272238218,0.5024497389354032,0
1,28.4,21.5,7.115288584793533,7.886204179399147,1
2,25.5,20.4,6.885157358366108,1.1943222901414792,0
2,25.2,20.6,5.97506082660037,0.4250626273959144,0
0,29.2,21.0,7.439877541172545,5.474256687061376,1
0,28.6,21.0,3.262797492767844,8.625587008894202,0
0,28.1,21.6,6.239613523509808,6.559472485189723,1
0,33.2,22.1,6.580203038527985,5.481653927887383,1
0,32.1,20.8,7.639322959682834,1.8619462581295767,0
1,28.8,22.0,7.399393230905876,4.061962969519311,1
0,32.5,21.5,3.736201105906445,0.7541378687721741,0
1,27.3,21.5,3.2966853577501407,7.37061930558914,0
2,22.9,20.7,10.853477541823576,0.4894684917361502,0
0,32.6,21.4,8.409151051593598,1.1618873767922575,0
2,23.0,19.9,8.16712023316324,0.4937954314251163,0
0,32.8,22.1,4.622067966701543,1.6867511613917412,0
0,31.3,21.3,8.58156910039917,4.092300658196356,1
1,29.0,21.6,6.158273548513669,2.6595837053773264,1
1,27.8,21.1,5.434834967375698,2.643694151168602,0
2,24.4,19.4,7.842536790980368,0.4870672414313316,0
2,24.6,20.8,5.484790995573542,1.7673105790829895,0
2,23.8,20.5,8.536454240266897,0.5181496125063427,0
0,31.3,21.7,2.7437641463592954,5.62623518025198,0
0,29.5,21.3,6.942567787656734,7.485103223313739,1
2,24.8,20.7,10.00658946081372,0.3298901697738476,0
2,23.9,21.0,8.462969801031715,0.1954365908553625,0
2,24.9,20.3,9.094487805708871,0.0711455122285109,0
1,28.5,22.2,4.559987423523071,5.018214777849925,0
1,28.6,21.6,5.220639941325047,4.442510593246711,0
2,24.8,20.6,6.888641953255024,0.0305343879972763,0
1,29.0,22.0,7.193125393494457,3.2361539089433022,1
2,23.4,20.4,12.0,0.0375846989493879,0
2,23.4,20.1,4.870342774420542,0.0942941141211812,0
1,28.3,21.4,5.143424572541641,3.9858397354602153,0
2,25.3,20.0,9.130338023323048,0.1916290835850496,0
2,27.7,20.5,9.850708506536344,0.2992045094641221,0
0,29.4,22.5,3.700989506944469,7.957873889564565,0
2,25.6,20.8,11.842717271007672,0.5980427598251826,0
1,27.5,21.3,3.6928133901990288,10.600728777464878,0
2,26.1,20.3,6.15996911390357,1.8152260596354808,0
1,27.9,21.0,6.812697689110662,6.636579485386837,1
2,25.9,21.2,9.21678395660364,0.7463135614309632,0
1,26.8,21.5,2.7973496345829463,10.241567990766873,0
0,27.9,21.6,4.939765827664828,3.6238221263858383,0
2,25.9,21.4,6.584716205890183,1.1958591191561818,0
0,29.6,22.6,5.900735490125094,2.665752355478568,0
1,26.9,21.4,5.124338495033143,5.008020097220494,0
2,24.6,20.8,7.569753004331599,0.4552794319219297,0
2,23.7,21.0,10.48460047692964,0.2862301564870016,0
1,26.9,21.6,8.238283463853401,3.176182409762218,1
1,25.7,21.7,6.32137639388243,4.584717538483896,1
1,27.7,22.2,7.071016914835927,1.6564686075967798,0
0,29.2,22.2,5.811117519654135,2.161067168324267,0
1,27.9,21.9,5.816522304647342,1.8928891088052355,0
1,27.1,21.8,7.317228113349514,1.9727937921346543,0
2,23.9,20.0,11.203764866096472,0.1403851207952169,0
2,23.6,20.1,9.56004105557387,0.1188059690584674,0
2,25.6,20.0,10.742951077548613,0.1590297748436227,0
0,30.0,21.9,7.33077687978644,4.69556744722226,1
1,27.3,22.0,4.706964549613805,2.6843131193606475,0
0,31.1,22.7,6.422638681051939,1.4513361600880927,0
1,27.5,21.8,7.196343734927453,7.191865642589831,1
1,27.6,21.1,4.338344967609205,3.509751476816768,0
2,27.1,20.0,7.171104964530387,0.2475448156086854,0
1,27.8,21.6,4.398843870205282,8.316806420155569,0
0,30.8,23.0,7.786589594732785,1.357564392121663,0
0,31.4,23.4,6.170425582357798,1.4311188896064584,0
2,24.8,19.5,7.956083782008679,0.4812368353991418,0
1,27.3,21.1,9.247014183137452,3.6835631319533135,1
0,29.7,22.8,8.543815697992317,1.9018575383433816,0
0,30.2,22.6,8.684426603370403,4.482731525948533,1
2,27.4,19.1,6.18068656428194,1.1233057003494265,0
0,29.0,22.4,4.582147692202819,4.663373767692832,0
2,24.8,19.9,9.086873798579148,0.8476403788885523,0
2,22.9,19.6,6.09338935524066,1.105125386317063,0
0,29.2,20.3,6.887708038561495,1.7300948059195476,0
0,28.9,22.0,6.822076688329793,1.567386191693366,0
2,23.1,20.5,4.236593677480589,3.022791746182934,0
1,27.7,21.5,4.454275011702499,3.550417323141854,0
1,27.3,21.4,6.986108531507564,7.16239348552241,1
2,24.1,20.5,6.997695396708816,1.1614669711337493,0
2,24.4,20.1,7.750880319256173,1.027740727080416,0
2,23.9,20.2,8.08160781770894,2.403661674242763,1
2,25.3,20.0,7.521434350414301,0.605763841451621,0
1,27.4,21.3,6.628235037747643,5.228582028681811,1
0,28.3,22.3,4.201086379900412,2.654810612468042,0
2,25.5,20.2,7.348146524151646,0.3863754801720657,0
1,27.4,21.3,7.582694898081026,4.0084365695156405,1
1,27.7,21.4,4.079221587877473,8.278716060712796,0
2,27.3,19.9,8.690312976807215,0.1586681740543715,0
0,28.9,22.0,5.99279463784783,0.8234157235861125,0
1,27.7,21.2,6.793337186371683,4.627433435673379,1
0,30.1,21.6,5.20672409434977,0.580959969650551,0
1,26.6,21.5,6.85729884648288,8.619008949224902,1
0,29.1,21.5,8.031715719708828,0.6532385626936658,0
0,29.9,21.8,9.017276406909192,0.8835116827060171,0
0,32.3,21.8,4.135886142439472,1.9163191933234915,0
1,27.3,21.2,5.010502186416634,9.961716895529204,0
2,28.3,21.0,11.19223705099593,0.0669629505414987,0
1,27.5,21.0,6.102685763944677,8.270454488001555,1
2,27.8,20.5,4.882480291468765,0.0284114249267302,0
1,27.0,21.0,6.1594758511271,5.535319797800995,1
0,33.0,22.1,7.010206579698258,1.456279493418171,0
2,27.0,20.9,10.875216202019018,0.0337722626996351,0
0,32.9,22.0,6.766400110590976,3.1063615240697287,1
2,25.9,20.0,9.847225331569517,0.0717228666404014,0
0,33.9,22.3,7.624445676003095,2.9790665299204684,1
2,24.8,20.0,10.520269717880243,0.1595159400203733,0
0,33.6,21.5,7.177142635555339,3.5046697060170318,1
2,25.7,18.9,10.873715179015646,0.2153595089350929,0
1,28.0,21.6,5.13704126795423,8.24055701864597,0
2,26.1,20.2,9.961400415639533,0.7829045399502725,0
0,32.2,22.4,8.808425570159464,2.117486951804927,1
1,26.8,21.4,4.257477806169355,8.85338359524223,0
2,26.9,19.6,10.60987013400241,0.3769304515523477,0
1,28.1,21.4,3.9679296336744434,7.779776010559723,0
1,27.7,21.3,5.6861628538715445,5.591258795188114,0
1,28.3,21.8,6.462144714925449,8.15715941553859,1
1,28.1,21.6,7.216962287617722,6.011907327802479,1
2,27.6,19.6,8.786595859607903,0.4012373867742924,0
0,33.8,22.6,7.553942540914131,2.3209750333222017,1
0,33.0,21.2,5.450438599694803,1.892869271237805,0
2,25.8,19.6,8.760491542519777,1.4098660697394845,0
2,24.7,19.0,4.854648526194457,0.5934105477140939,0
1,29.3,21.4,4.067746802768619,8.956663514289033,0
1,28.9,21.8,5.945239892854247,7.835511201968444,0
0,30.9,21.7,5.929460330599879,4.73148893909426,0
0,30.5,22.3,6.746880007140932,5.279647601668291,1
1,27.6,21.7,6.609291017611289,10.775818041017509,1
