temperature_c,rainfall_cm_year,irrigation_available,soil_type,soil_ph,soil_water_retention,topography,sunlight_hours_day,humidity_percent,altitude_m,flooding_duration_days,soil_nutrient_level,drainage_capacity,temp_variation_c,extreme_weather_events,growing_season_days,proximity_water_km,wind_speed_ms,pest_pressure,latitude_deg,harsh_condition_type,suitability,is_perfect_weather
25.091718942000377,314.80784838719046,0,Loam,6.223809480892511,44.90624236167378,Gently Sloping,9.281668625027745,43.04191499564956,568.3349076567101,51.25526589301007,High,Moderate,8.474376133978096,0,87.57238680456034,0.7028398781587821,3.5061724719772505,Low,5.241481882236728,None,0,0
30.086248134256373,111.21887049965773,1,Clay,4.416876235085271,22.134721737463185,Terraced,7.032423059940397,59.26870515550243,210.13911136084167,84.1082730773393,Medium,Moderate,8.742144213401739,3,82.25038153480521,27.777823169222103,3.3221202446378433,Low,17.107219970296455,None,0,0
18.633159322537157,165.07835839902776,0,Loam,5.63981424603664,47.544899057025894,Steep,5.837051471779987,79.24218467342313,691.5589193780802,45.40732102229474,Medium,Poor,6.279948354553586,2,101.21810410747219,8.184845079197872,0.5,Low,13.614786567990665,Steep Terrain,0,0
18.93141788170504,299.5103573787233,1,Silt Clay,6.368647240065248,43.514720928717445,Flat,4.156224487011206,70.98470240778869,190.15645716193524,76.48494490550894,Low,Good,7.843529870661952,0,120.13150168438611,4.355789692284746,1.3085908280093967,Low,16.845467452926528,None,0,0
25.485976662960006,211.31456866386586,1,Sandy Loam,7.957820907255897,24.049836069974514,Gently Sloping,6.229737923701994,78.03315916160369,0.0,95.04097239513085,High,Moderate,7.316613849989404,1,155.72985591115562,7.847149797572547,0.5,Moderate,30.7927897282465,None,0,0
45.0,118.60748644237778,0,Sandy,5.818751683049677,58.77596632631223,Gently Sloping,7.701077060318681,70.27635602505767,22.767328238871592,72.76682301952094,Medium,Moderate,8.782984354419812,0,110.47512922056251,27.283265082307267,2.100314002994555,Low,20.139614792034294,Extreme Heat,0,0
29.7189642849886,423.4499144550851,0,Sandy,7.495160578651699,27.734971784879153,Terraced,10.167238319142959,74.85823498915107,744.0739172447232,136.05660859692819,Medium,Good,8.008379761984921,2,104.68813143074333,3.0837182204841773,4.327774375754356,Low,18.206240209772705,Severe Flood,0,0
22.92726529572617,70.58414800715333,0,Sandy,6.6991692441690045,53.34542045998748,Flat,7.865164922197808,55.88688943017233,151.25690134127564,92.13156086569973,Medium,Poor,3.4441315105812036,1,117.0185956738589,2.0193566244861847,3.7964520214047144,High,34.6318357919498,Drought,0,0
21.58624798892302,488.0417558731985,1,Clay,6.293373500752055,45.786784839531315,Flat,7.21975610375259,74.0552579662147,1452.4990183961593,91.35111615857492,Medium,Poor,7.635013656981775,0,132.5757393029555,7.768815308367792,1.9955763792132566,Moderate,13.157304969166539,None,0,0
35.18440372838245,406.7386343309968,0,Silt Clay,5.044544327410141,51.24086560297404,Flat,8.763685776876784,74.84498827473645,206.5900013134432,142.08853717367745,Medium,Good,6.920120671561357,3,100.17092876521319,4.059738869651793,2.0005523883278755,Moderate,26.5215639790433,Severe Flood,0,0
26.75269856230292,271.89759563691325,0,Clay,5.056017831600769,40.47307608179407,Terraced,8.184538949953769,78.31027237398223,1121.800525959623,96.23206162289704,High,Good,4.390534648155763,2,96.9998891111085,13.488282179584782,6.238485310069395,Moderate,24.76832266641179,Storm,0,0
28.685547646380037,56.717537063867184,1,Clay,6.56904043452549,48.71528451368184,Terraced,5.125973735025371,56.545339861967186,228.9411202618977,82.08815058663923,Medium,Good,2.0,0,149.5195957527061,3.9234900281558045,1.1409663095077556,Low,35.48271145515709,Drought,0,0
22.06189074515976,214.55875822826005,0,Sandy Loam,5.441066279899009,52.422474831715434,Steep,7.010230461222719,76.2313560523331,523.7163044971841,38.39047536124314,Low,Poor,6.9633209941671375,1,108.76699491630043,7.167768514630445,2.7863706288812384,Low,20.22498760168482,None,0,0
25.07731446100125,294.3982990237791,1,Loam,5.345332080955378,60.0,Steep,6.761809493015741,59.054054009226235,42.61493077038307,59.45391056696383,High,Good,2.5213792642105473,1,90.94939944116403,0.0,0.675807392017419,Moderate,32.79798059940561,None,0,0
29.49600960500378,422.38172091935866,1,Sandy,5.8136282914225275,54.61590124598223,Terraced,7.48491528041101,61.043160479107506,228.01241236039272,50.194811664422716,Low,Good,6.007659656534338,1,130.15305272504207,9.074817883572207,0.5,High,0.47646247676788883,None,0,0
22.48992544257493,222.96715544343672,1,Clay,5.892921745528952,47.022965079209435,Gently Sloping,6.830945294157067,99.00953895921396,207.04098228971566,69.65475036818229,Medium,Good,5.942028155252114,1,114.07619099383506,3.778852114781798,1.13805298185824,Low,19.191694046376398,None,0,0
29.663672830639186,179.29439522603002,1,Sandy Loam,6.7780291577860785,25.772639164481436,Gently Sloping,6.21426795164747,89.51825085155014,397.47913837894777,61.05847458948255,Medium,Moderate,5.329869961706289,0,102.4277210716567,48.88500368381911,1.1148351178658573,High,12.112709986902084,None,0,0
24.913620843745573,84.64530211343535,0,Clay,5.610003458003633,11.852416596096353,Gently Sloping,10.84185377784834,84.01371637394578,51.57492774300722,41.12727537274876,Medium,Poor,5.911047929938,1,132.34047011462602,18.084218771996596,2.17601925628758,Low,32.16695426361427,None,0,0
43.90064408995189,192.26411885902633,1,Clay,6.868989418254746,41.431859251059166,Terraced,7.907982326661821,75.84586839001264,310.44954470407765,30.961355043956843,High,Moderate,9.656137751956628,1,131.44938667807915,2.781438768995397,2.993862524929825,High,18.979293672677038,Extreme Heat,0,0
25.45915781692006,297.84328980521343,1,Loam,6.521175903853297,32.42377482328675,Flat,8.754525802649367,67.9013830972525,399.2413651414506,72.68780675795622,Medium,Poor,2.7267793093243813,1,100.50738007676395,14.922710014687388,0.9052990826674808,Moderate,7.705580960825469,None,0,0
37.78998166367698,323.36993966365395,0,Loam,4.153957944658589,33.083911999225315,Flat,8.027634280454038,95.09121168727481,64.92587174172036,119.44158528203317,Low,Moderate,6.359308191065111,1,99.29898533226508,26.285005586638384,2.4679534036440565,Moderate,16.88629113065465,None,0,0
43.84284917636336,255.2580645613979,0,Loam,6.128597868950154,38.80220616874158,Steep,9.64356594013836,80.26001366983007,75.422565641808,84.7597881125836,Medium,Poor,9.684994564524581,2,121.26419898692124,6.661984320446386,4.919242985195635,Moderate,11.731091182270758,Extreme Heat,0,0
22.721288852595634,148.0358039250151,1,Sandy,3.5744872615686503,49.960070627744024,Gently Sloping,8.102991874413567,67.75869976880202,170.14746543962445,64.33877341110488,High,Moderate,6.962636751203325,1,121.92433212694138,61.334597639305265,1.160037863361307,Low,5.527339750650575,None,0,0
31.893609773533218,79.71026306303705,0,Silt Clay,5.183817707986716,32.8969649077991,Flat,9.789009369067571,61.04363911758431,445.9325339304029,50.767290083363015,Medium,Moderate,7.377953778728235,2,110.30856691281954,18.852851784301407,2.074647140126771,Low,28.362597699299727,None,0,0
22.298873368656952,160.83824438093347,1,Clay,6.315110020455838,50.02321050679981,Flat,3.258667169438839,87.19049535460009,159.48462212492888,47.7774725443013,Low,Moderate,3.963264193803722,0,104.92255904940427,1.585985779055187,2.713731343415282,Moderate,29.009668664716735,None,0,0
29.2136505399151,175.71129059657116,0,Clay,5.945424386094367,38.74046209492238,Terraced,8.550177884789422,77.35247720876761,251.166877391857,83.52641949141548,Medium,Moderate,11.809105256148996,1,140.8963383826622,11.385650463085495,3.278014149739226,Low,16.04678855848122,None,1,0
18.889440226356154,167.5469576197197,0,Loam,4.251167908879905,37.530738676481306,Terraced,8.900197017432015,94.73254961153425,0.0,72.22320252940338,Low,Good,6.039907066261182,1,113.86445424259134,2.424871140862821,0.7087269162043253,High,17.848481066144522,None,0,0
20.247604561984193,271.61789189967647,1,Loam,4.899971532139958,60.0,Flat,9.041099086955029,83.6639220468287,413.30852385063633,87.40671560252777,Low,Moderate,5.8054959654625105,0,117.9020827875793,0.8192768175554055,1.8802607531620845,Moderate,22.59826558703513,None,0,0
28.068510273037273,500.0,0,Silt Clay,3.6768691361298154,39.04209106478059,Gently Sloping,5.6730996055106635,64.6621273104972,687.4462777461804,69.88141265456429,Medium,Poor,6.995125435888112,2,149.02351684654454,23.75393067438014,4.4609760118431705,Low,34.56864404525899,None,0,0
31.32136001426712,70.87808052742716,1,Clay,4.659892785076136,39.760577629626525,Flat,6.8421210825477585,55.96593305631926,711.3560842520452,113.43081890729837,High,Moderate,2.21235166477236,0,102.84764037731829,12.483700100902217,0.5995203803406448,Moderate,13.345023538630535,Drought,0,0
41.14219143227234,181.65515187150274,0,Sandy Loam,6.651598398839864,49.01192451417874,Flat,5.729837001492716,60.88595547191779,291.92523150009237,50.00561227779161,Medium,Moderate,8.446501796569692,1,103.0361079975745,7.715994912268809,1.3139436538956055,Moderate,18.128900694616778,Extreme Heat,0,0
28.085968264712594,176.3878724675512,0,Clay,5.40936729085879,60.0,Steep,8.468461929892445,64.18783679694408,265.9840076998981,51.00082894442852,High,Moderate,6.820072197165298,0,136.8324038586252,30.250317362951787,2.871882909149967,Moderate,30.083722899036083,None,0,0
25.92219137737759,214.19040867308308,1,Loam,6.05007826099792,40.050001397140484,Gently Sloping,9.963399080458704,76.14279775030069,29.74546768641322,95.91208093829722,High,Good,5.880417165969014,0,150.64227685728827,2.3561857633182006,1.3742173905941235,Low,10.199164893127579,None,0,1
20.12996291104237,122.74729833208039,1,Silt Clay,6.07975355780598,45.96439163713227,Terraced,4.563160746058925,85.62126529348629,370.6566197929477,65.49595300224745,Medium,Good,2.0706570543623752,3,156.57551021945605,0.6737351763022713,3.377598727369568,Moderate,22.925678444547863,None,0,0
40.77856029546393,212.35941616065904,1,Clay,6.0389814715932575,39.59430835260164,Steep,7.894881963728671,67.68273305564873,360.52223115800007,68.2195392168445,High,Moderate,10.179510056624789,2,123.86962440242479,6.857374341485128,1.1284549618104598,Moderate,21.46780833028486,Extreme Heat,0,0
26.19078227355464,404.5734200764433,1,Sandy Loam,6.9787523223234285,45.20847410014913,Steep,6.06474543536277,89.45490260889855,131.7224274360048,137.24736668829644,High,Poor,4.195374665059864,0,147.04239327812098,3.7376171214894125,3.321145683647624,Moderate,24.47798065380444,Severe Flood,0,0
32.711974398053286,229.08193542402856,1,Silt Clay,5.730911391146772,36.716192460653794,Flat,11.6714686918511,76.06800670365611,375.7385689409604,47.253594373904576,Medium,Poor,7.835323932799493,0,105.64534414010437,8.740112625607333,3.234536068507253,Low,22.283411199480046,None,0,0
30.05832832063142,245.94597189040263,1,Silt Clay,6.7049860290924395,28.83461441767848,Flat,9.060815666011328,100.0,1224.0482587049853,26.815038672228592,Medium,Moderate,4.492912653110472,3,100.5183699241208,0.30876446920366823,1.6107836221507896,Low,13.52319505283704,None,0,0
19.694282872835796,244.3922473373752,0,Loam,3.5,60.0,Flat,7.2346732199756065,86.1325518390965,0.0,61.82797282006901,Medium,Good,2.616392561802709,1,129.11309662901078,36.545805705052494,3.177860594197739,Moderate,28.31514636044639,None,0,0
29.6378899404415,419.8112165716884,1,Sandy,7.0095639348006,35.3286426725226,Steep,7.753448681942582,63.34797871397856,1255.117881816986,131.76196733807652,Medium,Moderate,5.767342472548975,0,122.26799983669358,29.604892521843336,1.1397901475192145,Moderate,5.913080677998434,Severe Flood,0,0
26.236439960098114,272.31686951983835,0,Silt Clay,4.78974050488541,21.967601460663953,Steep,10.914063995421634,68.7404018120513,301.86779146080823,89.98900029867777,Medium,Poor,4.829059024697162,1,130.76948716557578,1.3838393896185057,3.5822493185848154,Low,28.169158272707893,Steep Terrain,0,0
25.408384078197468,147.5104919712098,0,Loam,4.80981021801777,42.006094716098936,Flat,8.286988392686345,88.39591654191462,713.7497591924142,79.33967871936214,High,Moderate,7.782069983010854,2,112.5990064847709,15.860557566640795,3.8994066857991094,Moderate,2.9687494562779,None,0,0
30.08397836068372,122.25163079770104,0,Clay,5.269621890289797,52.32066237907461,Terraced,4.231886138063944,73.60555583857195,2101.7611756664237,62.879570962679395,Medium,Good,5.945147589190286,0,120.91883384535917,8.498627710206915,7.031693053958026,Low,17.746827010761447,Storm,0,0
32.84159117500703,119.89729260801205,0,Clay,7.057966992830937,54.16730162782853,Gently Sloping,10.898481973918754,80.60525899815858,1017.8531084583946,65.81836255741715,High,Moderate,3.4921815089061,0,109.0204128184236,27.734064781849163,4.166392042362986,Moderate,35.74867281729702,None,0,0
32.905678613637406,250.9652659660421,1,Clay,5.080403418335165,25.733894240682854,Steep,9.42694738528543,100.0,195.77870394975582,107.80919447529068,Medium,Good,6.456039945162132,0,109.0398947573644,28.89907726058433,2.933121808774908,Low,37.16247541418356,Steep Terrain,0,0
42.042075391060216,181.37281694303257,0,Rocky,5.262620498443802,52.88402767604162,Gently Sloping,6.735798312791471,85.50369367372106,186.3164152159437,62.39402720132555,High,Good,12.122570882341154,1,117.0375114393497,15.525294123852952,1.1070260918142563,Low,32.118616923479095,Extreme Heat,0,0
26.894914375726714,485.1195743247297,0,Loam,5.019253106857268,57.72564612239169,Flat,9.147118597433911,89.39151894000638,434.28057681447774,135.18353031153143,Low,Poor,3.50341317393167,0,119.18572558630257,36.073479969817406,3.4330974137528583,Low,26.884634401851763,Severe Flood,0,0
29.655251457395366,244.74483389371244,0,Alluvial,6.120755805179587,32.41790903823003,Flat,6.75327826944199,100.0,440.2933130895083,109.55937441273085,High,Moderate,5.141754077857047,0,116.17581026077237,5.257476941772046,2.9664148402205908,High,23.814803679863196,None,1,0
32.31157151131684,52.78804699357013,0,Clay,6.9301945280254875,37.563906029870736,Flat,7.025071633090183,40.0,92.3277260854626,85.05814442177373,High,Poor,2.6665694497948933,0,130.43815463801468,5.583328442208293,1.3504562750142939,Low,10.77617256286245,Drought,0,0
25.746660283698784,70.64971864488466,1,Loam,7.774281745749674,25.860289753899558,Steep,7.812485270784248,45.37342419863628,1140.7927968250738,75.83692452169312,Medium,Poor,8.693179393909432,1,158.97600067193224,2.7623655663727753,1.5568109109109525,Moderate,35.94568303220085,Drought,0,0
42.18116989512321,223.58769273366607,0,Rocky,8.252417271180674,60.0,Steep,9.528697406664593,77.50698144796254,787.5971466014918,71.19185723934001,High,Moderate,11.466133793339257,2,133.41686367187694,6.035213848585684,1.693289635192064,Moderate,23.929046465078056,Extreme Heat,0,0
22.214159864185092,310.5656677496346,0,Clay,6.723304727224494,24.070921263841125,Steep,9.309673881191731,73.71488228625705,47.140120738699,103.72796382008862,Medium,Poor,4.346046119386113,0,126.04922376701475,26.73538812864249,0.7424741665269999,Low,49.357678123670624,None,0,0
21.303619029701203,483.2911537373248,0,Loam,6.390463255886216,34.740901372051596,Steep,9.950212088623282,75.76525515914001,1876.753986468392,68.36612336471735,Low,Poor,3.877078627295334,0,101.50835922097674,2.447441497138992,1.1409325283094238,High,23.75726313428771,None,0,0
31.899894963923042,91.95104745260329,0,Sandy,4.627230252071281,47.29072038072567,Flat,9.032980058311358,72.152675062843,2210.4571078900963,144.74705398376378,Low,Poor,4.913451116854494,0,113.41306890729955,19.450335182652143,3.4009689239205416,Moderate,39.900074225979,None,0,0
34.31918231839179,85.83816049435241,1,Sandy,7.842000565429258,32.65237991606949,Gently Sloping,10.952712748226473,51.603479597620606,134.89608990977936,50.62198790220137,Low,Good,4.590143701435733,1,134.65488799474778,15.298560114412032,2.8554806552470144,Low,32.273298273437625,Drought,0,0
27.48601312305199,171.85855828329835,0,Sandy Loam,6.281047137953992,29.697015864388575,Flat,11.829949112100959,71.5177545534495,818.9685875814323,107.8093101132551,Low,Poor,4.222456147239189,3,116.13796879152889,0.0,6.535571242222947,Low,20.439580674310207,Storm,0,0
32.68073116629604,252.53132599755313,0,Alluvial,9.841477910057352,12.172921293084809,Gently Sloping,8.552810432864938,71.42912296682785,87.64437715973351,112.18525024756673,Low,Good,5.222336341547054,1,118.58821564541203,7.683969174100023,1.043155757725476,Moderate,30.12377815745494,Poor Soil,0,0
29.852005742120532,69.57323137864158,0,Silt Clay,6.3223082579411525,58.35125711431201,Terraced,7.39119505951096,45.304817458560265,58.41807376572699,40.99957396970388,High,Moderate,2.2930717738018402,0,126.68697076598006,0.0,2.0373914624902882,Low,21.01454234708368,Drought,0,0
25.381745187930704,171.01641194841454,0,Clay,5.339791964970739,35.66086199377022,Flat,7.508658841034615,66.27690648338216,764.5722526391302,87.16925911592686,Medium,Good,2.0,1,150.75937287324487,4.07645024329512,1.2512035304570694,High,18.213961033079244,None,1,0
29.857246650807436,157.2494944724467,1,Silt Clay,3.930824790565533,37.4277442280556,Flat,3.88738048946559,94.81430471978828,312.1344639804736,65.33576023369741,High,Poor,2.0,2,108.97447774221463,2.790581247019833,5.988483073327862,Moderate,26.03713661441421,Storm,0,0
35.65949563996601,112.88436390315445,0,Rocky,6.517489930222661,28.289038907080442,Terraced,7.662047880669473,89.93837760504994,0.0,74.44993980150629,High,Good,5.4110445015453426,3,134.9241929289953,25.96039731737844,5.137844339875739,Low,30.117498039529632,Storm,0,0
27.629678528310407,71.04936630195327,1,Loam,7.367261288196883,43.83783564835321,Gently Sloping,6.86996860647205,42.23761063790756,707.4177776295361,104.30975871148574,Low,Moderate,7.0040185019447705,0,123.23781368446488,26.757683499224743,0.6932278836608599,Moderate,12.170561391171645,Drought,0,0
36.11923072845583,258.5664607295663,1,Clay,6.4919617016350415,52.99926983504449,Terraced,6.7032551085090315,73.40811430046905,114.38075152299608,77.85786305944411,High,Poor,10.657141608800465,1,109.359963820003,26.12504764726536,1.31628163100865,High,22.11303793428151,None,0,0
14.98185438363792,316.49513073167304,0,Loam,6.009690637005955,32.94853760958376,Gently Sloping,7.815987125034668,85.27883114775568,28.409568422519662,109.53538141901443,Low,Good,9.191949314506775,0,72.34915564164592,8.671267974982179,3.8721635265021823,Moderate,7.880743242309617,None,0,0
42.88691372052919,171.4631004871829,1,Silt Clay,5.88927755184052,49.103976163079786,Flat,3.8090902783012948,77.55143010105795,336.81244346037926,47.826614625440776,Low,Moderate,8.69021166474402,0,91.33797976540761,17.199787927808238,0.9214197708261329,Moderate,20.455314276853237,Extreme Heat,0,0
28.914926512816667,148.48635422067892,1,Clay,9.381191388686755,10.291183248722918,Gently Sloping,7.93782239689571,77.79503644599244,207.31369579965076,50.414110633591264,Low,Moderate,8.025551828889833,1,121.85468675271436,19.077925462777415,2.786363800154239,Moderate,14.203984004488367,Poor Soil,0,0
44.84872145752535,124.51361095956676,1,Silt Clay,5.928743073137696,18.732713639631452,Gently Sloping,8.590497328712134,64.9567756422709,718.4217794600191,78.59951720284957,Medium,Moderate,10.557376574062737,1,141.6817372029585,0.0,1.9536645695893753,Low,20.204170067794713,Extreme Heat,0,0
27.83811333766515,241.02986270552086,0,Loam,9.231082895680505,19.720895758935768,Flat,5.024805335646988,83.60880852888094,238.90247752688484,54.77063044454904,Low,Moderate,6.806335865084606,0,153.99232306955386,2.0121356084123057,1.1146109656441925,Moderate,10.290554021052264,Poor Soil,0,0
18.303579798736493,113.51633386593888,1,Silt Clay,5.831542352942784,60.0,Flat,10.8195873738148,83.84805026988909,433.695270469922,54.9716651216052,Low,Moderate,8.907922400552836,1,134.84325121797187,0.4894871347944978,2.353697871175749,Low,5.495646697830695,None,0,0
27.10126148051803,500.0,0,Clay,7.629486820153618,22.949275293952674,Gently Sloping,8.865341117378172,95.43094207371522,196.32279543784043,22.617923859770404,High,Moderate,7.506839557825248,1,107.38812752235417,10.30311734178419,3.326567097881892,Moderate,33.986508880690955,None,0,0
29.93085948796375,105.11563943246604,0,Clay,6.4058193576882125,40.912936933724225,Gently Sloping,10.402921627124732,59.807265898115205,96.38400082620325,103.23183747409456,Low,Poor,3.4543608551720717,0,81.45350137368821,27.014085320343856,2.9448832503268227,Low,34.810004354004924,None,0,0
35.40084627219157,231.28927379783775,1,Silt Clay,6.119692827506364,56.23651692861081,Terraced,9.072458108972379,60.89281931315508,126.8120356458608,82.1344856309303,Medium,Moderate,4.510537668784794,0,133.8210819735479,40.58995211200309,2.177501854114477,Moderate,16.694041814974153,None,1,0
25.27794577550797,441.96878178116015,1,Loam,6.755817996567871,39.25893112107461,Flat,8.730374693139751,98.89830152362454,208.29580888472998,96.36795780600177,Low,Moderate,4.989971750155171,2,101.17180315939113,6.2797221510273316,6.1492656302441135,Low,1.0413836071187677,Storm,0,0
23.173190204181882,63.558812833025186,0,Clay,6.600568010544644,16.739516687984874,Flat,10.927939816694092,42.571632437206404,406.1496007522693,62.01887292776382,Low,Poor,5.519149803832867,0,133.29802478425847,41.54949328261716,0.5,Low,12.51887725110885,Drought,0,0
25.296676843279535,224.79374369446944,1,Clay,6.974243078499669,42.2112596523379,Flat,10.828952253922031,96.64442341307816,42.50843294970812,92.89517468663,High,Poor,6.76721104906599,4,92.24473722430288,43.22061849220661,1.0926324273782904,Moderate,21.81544227819285,None,0,0
33.04415658558468,128.35429646658443,1,Clay,5.005343934044225,59.24039936353972,Flat,11.714755983426455,94.98945213669782,215.27677654026553,132.30124419593088,High,Poor,8.559686821074505,2,133.46789092537412,17.706821735526468,7.399130679744553,High,38.55449714227637,Storm,0,0
44.671985682655254,97.29985730377417,0,Loam,5.595683231771907,33.248520649921204,Flat,7.507817905385621,89.1306868991169,110.80592763043433,92.92689640632173,Low,Moderate,9.959460187770139,1,156.20441274780785,14.35430274274562,2.092547147759698,High,5.3025925399208385,Extreme Heat,0,0
25.426868877635794,291.5992701889759,0,Rocky,5.032977984936682,44.27381438270413,Flat,5.881417109195105,57.52224698958281,257.856736820883,80.0022158092807,High,Moderate,3.707665310615159,0,131.2577800164722,10.40247135011473,4.121962663940523,High,10.686479916468278,None,0,0
30.12790002181231,423.71624841226605,0,Sandy Loam,6.755444232994162,28.93435632650754,Flat,5.576127786753778,73.35072813046317,533.1202192929867,82.63997736254288,Medium,Moderate,6.108460592127705,0,121.99245116358861,32.15215107059098,1.1591962947656014,Low,7.670576367996963,None,0,0
29.693350758784,160.26688079048327,1,Alluvial,6.95054702200564,36.55491226284953,Gently Sloping,6.330737494169828,80.30722219470469,242.6925956345397,115.5981962558681,High,Good,4.081998158509464,0,117.11150147678343,24.22967286617003,1.4106610693767487,Low,26.5569886609115,None,0,0
33.66029048929135,107.96898980157835,1,Loam,4.792076039147466,46.41258585944528,Flat,9.465326654981116,86.85325388949231,442.22063048940964,53.28957085663011,Medium,Moderate,8.818026114434247,0,139.12291514666418,33.61484192604159,1.7134722097403492,Low,16.74593594570033,None,0,0
24.08474957215099,424.1295910501837,0,Loam,6.424437391767772,42.79381604474531,Terraced,12.0,89.29931501621613,1182.4750169546214,128.58339172563646,Medium,Poor,2.6490856914677527,1,135.8750904660625,8.831528684297318,3.0601728315592305,Low,0.30471940740491577,Severe Flood,0,0
25.93610528882529,119.50648741775005,1,Clay,7.2740138761968725,32.67581191029893,Flat,11.322387413988952,73.83772305766148,322.87648300472745,72.77669678088435,Low,Moderate,2.5114059983778088,0,136.0871626942668,0.6551594672914722,2.6169398165471267,Moderate,17.206393807063176,None,0,0
26.354330343965906,80.65628730885939,1,Silt Clay,5.809466663330696,45.249645591163535,Terraced,7.982651716532603,59.326668211794775,663.2546025847225,96.77328219569326,Medium,Good,2.6437674157566544,0,111.26598066000278,3.4061509864703474,4.157775917637743,Low,18.19672176872681,Drought,0,0
20.708388914432028,426.82744693396467,1,Loam,6.308938775187366,48.59260626230586,Flat,9.381853147514827,88.52568116030001,196.0152352888289,147.15904034251378,Medium,Good,2.1810864229931366,1,95.15373025327287,5.394622707905836,1.9175974680253036,High,23.72520474285603,Severe Flood,0,0
29.31064874687366,284.0589684516751,0,Silt Clay,6.656695951177505,47.123161094006115,Flat,7.031752169184199,85.99454287625686,571.8014370937187,28.519153418801533,Medium,Good,6.156989519850806,2,130.19564639081995,5.1062984411512895,2.255221277199611,Low,19.490157710139307,None,0,0
29.39230024254861,233.3172262266659,1,Loam,4.722839275253424,34.42237360144949,Steep,7.24225858293377,75.47945570172676,453.13391527623435,75.02004242359183,High,Moderate,2.0,0,100.17304161294199,29.706792657170382,2.5551333086125494,Moderate,7.323253871210689,None,0,0
28.50690667958786,170.47659343179942,1,Clay,6.18282749058371,30.464564115463972,Terraced,6.147810615522674,82.99496936929685,702.5980483424424,135.12776171377928,Low,Poor,10.103367417090368,3,92.54671297474655,11.739434630823707,0.8443757324949499,Moderate,10.733658718442877,None,0,0
